720;8;1;11372;10
720;8;6;12922;10
720;2;1;12942;10
720;2;6;12701;10
750;3;1;33358;28
750;3;6;34153;28
750;8;1;12359;10
750;8;6;12343;10
750;7;1;47701;39
750;7;6;48764;39
750;1;1;28100;22
750;1;6;26846;22
750;5;1;27465;23
750;5;6;28639;23
750;4;1;22471;19
750;4;6;23270;19
750;2;1;29054;24
750;2;6;27598;24
750;6;1;7397;6
750;6;6;7823;6
780;2;1;14030;11
780;2;6;13579;11
780;3;1;40384;34
780;3;6;40902;34
780;5;1;13120;11
780;5;6;13656;11
780;4;1;23591;20
780;4;6;25377;20
780;7;1;28940;24
780;7;6;28416;24
780;8;1;15053;12
780;8;6;14829;12
780;6;1;12046;10
780;6;6;11190;10
780;1;1;17919;15
780;1;6;18107;15
810;3;1;26504;22
810;3;6;25348;22
810;5;1;13624;11
810;5;6;13303;11
810;4;1;6552;6
810;4;6;7635;6
810;7;1;15211;13
810;7;6;15703;13
810;1;1;18482;16
810;1;6;18473;16
810;6;1;2375;2
810;6;6;2205;2
810;8;1;3759;3
810;8;6;3689;3
840;7;1;51577;43
840;7;6;53459;43
840;4;1;28689;23
840;4;6;27221;23
840;1;1;29606;25
840;1;6;31646;25
840;2;1;10407;8
840;2;6;9959;8
840;8;1;29754;25
840;8;6;31049;25
840;3;1;38734;32
840;3;6;38739;32
840;5;1;27811;22
840;5;6;25887;22
840;6;1;11989;9
840;6;6;10885;9
870;4;1;30454;25
870;4;6;30543;25
870;5;1;32236;25
870;5;6;31393;25
870;7;1;54556;44
870;7;6;53259;44
870;2;1;12963;11
870;2;6;13580;11
870;1;1;44904;37
870;1;6;44101;37
870;8;1;11567;9
870;8;6;10800;9
870;3;1;20046;17
870;3;6;21064;17
870;6;1;8501;7
870;6;6;8547;7
900;4;1;15738;13
900;4;6;14636;13
900;1;1;31740;26
900;1;6;31598;26
900;3;1;24516;20
900;3;6;23544;20
900;5;1;23900;20
900;5;6;24887;20
900;6;1;12096;9
900;6;6;10896;9
900;8;1;7724;7
900;8;6;9176;7
900;7;1;39985;34
900;7;6;38428;34
900;2;1;21081;17
900;2;6;20359;17
930;8;1;12419;11
930;8;6;12433;11
930;3;1;8306;7
930;3;6;7736;7
930;6;1;3941;3
930;6;6;3674;3
930;7;1;7992;6
930;7;6;6663;6
930;5;1;17217;14
930;5;6;16634;14
930;2;1;2067;2
930;2;6;2503;2
930;1;1;15094;13
930;1;6;16474;13
930;4;1;16008;13
930;4;6;16185;13
960;7;1;35967;29
960;7;6;36378;29
960;2;1;10397;9
960;2;6;10538;9
960;1;1;38619;31
960;1;6;36240;31
960;4;1;34450;29
960;4;6;35878;29
960;8;1;33863;28
960;8;6;33438;28
960;3;1;26565;23
960;3;6;26972;23
960;6;1;10911;9
960;6;6;10526;9
960;5;1;11554;9
960;5;6;10711;9
990;4;1;19844;16
990;4;6;20254;16
990;8;1;17214;14
990;8;6;16733;14
990;1;1;29450;24
990;1;6;27753;24
990;7;1;43456;36
990;7;6;44164;36
990;5;1;13269;11
990;5;6;13203;11
990;6;1;10159;8
990;6;6;9497;8
990;3;1;30096;25
990;3;6;30949;25
990;2;1;7284;6
990;2;6;7408;6
1020;2;1;21881;19
1020;2;6;23930;19
1020;8;1;21765;18
1020;8;6;21921;18
1020;5;1;20848;17
1020;5;6;20241;17
1020;7;1;33890;27
1020;7;6;33326;27
1020;1;1;27482;22
1020;1;6;26798;22
1020;3;1;29763;25
1020;3;6;28770;25
1020;6;1;8599;7
1020;6;6;8131;7
1020;4;1;13880;12
1020;4;6;14371;12
1050;1;1;18271;15
1050;1;6;17158;15
1050;5;1;21535;17
1050;5;6;19738;17
1050;4;1;34320;28
1050;4;6;34156;28
1050;8;1;24097;20
1050;8;6;24244;20
1050;2;1;16932;14
1050;2;6;15848;14
1050;3;1;15274;13
1050;3;6;15885;13
1050;7;1;25177;21
1050;7;6;25014;21
1050;6;1;9778;8
1050;6;6;9516;8
1080;8;1;26241;21
1080;8;6;26350;21
1080;1;1;15726;13
1080;1;6;15463;13
1080;6;1;3675;3
1080;6;6;4013;3
1080;7;1;15363;13
1080;7;6;15534;13
1080;3;1;12153;10
1080;3;6;13265;10
1080;4;1;12588;10
1080;4;6;11980;10
1080;2;1;4810;4
1080;2;6;5052;4
1080;5;1;9013;8
1080;5;6;9646;8
1110;4;1;20178;17
1110;4;6;21367;17
1110;6;1;2232;2
1110;6;6;2710;2
1110;5;1;14040;12
1110;5;6;15411;12
1110;1;1;19458;16
1110;1;6;19753;16
1110;7;1;14640;12
1110;7;6;13402;12
1110;2;1;17449;15
1110;2;6;18154;15
1110;8;1;7395;6
1110;8;6;7034;6
1110;3;1;5814;5
1110;3;6;6550;5
1140;7;1;36858;31
1140;7;6;35286;31
1140;3;1;26492;23
1140;3;6;27413;23
1140;8;1;13940;12
1140;8;6;13927;12
1140;5;1;17768;15
1140;5;6;18739;15
1140;6;1;4370;4
1140;6;6;5057;4
1140;4;1;25716;21
1140;4;6;26162;21
1140;2;1;13044;11
1140;2;6;13658;11
1140;1;1;15032;12
1140;1;6;14587;12
1170;4;1;30004;25
1170;4;6;28990;25
1170;1;1;29529;24
1170;1;6;29098;24
1170;6;1;2568;2
1170;6;6;2284;2
1170;2;1;17627;14
1170;2;6;16932;14
1170;3;1;18941;17
1170;3;6;18709;17
1170;7;1;45992;39
1170;7;6;47370;39
1170;8;1;17986;14
1170;8;6;17025;14
1170;5;1;3538;3
1170;5;6;4216;3
1200;4;1;25269;21
1200;4;6;24942;21
1200;3;1;32343;27
1200;3;6;32378;27
1200;7;1;15827;13
1200;7;6;15397;13
1200;1;1;29174;24
1200;1;6;27485;24
1200;6;1;12598;10
1200;6;6;12022;10
1200;5;1;15494;12
1200;5;6;14942;12
1200;8;1;16896;14
1200;8;6;16043;14
1200;2;1;6775;6
1200;2;6;7274;6
1230;5;1;22332;19
1230;5;6;24024;19
1230;1;1;17801;14
1230;1;6;16962;14
1230;8;1;22284;18
1230;8;6;22042;18
1230;3;1;24007;20
1230;3;6;24331;20
1230;2;1;14950;13
1230;2;6;16719;13
1230;4;1;29642;24
1230;4;6;29605;24
1230;7;1;21802;18
1230;7;6;22514;18
1230;6;1;2395;2
1230;6;6;2670;2
1260;1;1;12521;10
1260;1;6;12110;10
1260;2;1;8836;7
1260;2;6;8622;7
1260;5;1;14452;12
1260;5;6;14482;12
1260;7;1;10937;9
1260;7;6;10772;9
1260;3;1;11960;10
1260;3;6;11954;10
1260;4;1;10912;9
1260;4;6;10143;9
1260;8;1;12842;11
1260;8;6;12946;11
1290;4;1;20755;17
1290;4;6;20339;17
1290;3;1;29093;24
1290;3;6;29620;24
1290;8;1;16537;14
1290;8;6;16446;14
1290;2;1;7487;7
1290;2;6;9022;7
1290;1;1;16325;13
1290;1;6;14976;13
1290;5;1;17784;14
1290;5;6;17294;14
1290;7;1;34318;29
